"order_id","order_date","status","fulfilment","sales_channel","ship_service_level","style","sku","category","size","asin","courier_status","quantity","currency","amount","ship_city","ship_state","ship_postal_code","ship_country","b2b"
"171-9198151-1101146","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3781","JNE3781-KR-XXXL","kurta","3XL","B09K3WFS32","Shipped",1,"INR",406,"BENGALURU","KARNATAKA","560085.0","IN",FALSE
"404-0687676-7273146","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3371","JNE3371-KR-XL","kurta","XL","B07WV4JV4D","Shipped",1,"INR",329,"NAVI MUMBAI","MAHARASHTRA","410210.0","IN",TRUE
"407-1069790-7240320","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3671","JNE3671-TU-XXXL","Top","3XL","B098714BZP","Shipped",1,"INR",574,"CHENNAI","TAMIL NADU","600073.0","IN",FALSE
"404-1490984-4578765","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET264","SET264-KR-NP-XL","Set","XL","B08YN7XDSG","Shipped",1,"INR",824,"GHAZIABAD","UTTAR PRADESH","201102.0","IN",FALSE
"408-5748499-6859555","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0095","J0095-SET-L","Set","L","B08CMHNWBN","Shipped",1,"INR",653,"CHANDIGARH","CHANDIGARH","160036.0","IN",FALSE
"406-7807733-3785945","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3405","JNE3405-KR-S","kurta","S","B081WX4G4Q","Shipped",1,"INR",399,"HYDERABAD","TELANGANA","500032.0","IN",FALSE
"402-4393761-0311520","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3461","JNE3461-KR-XXL","kurta","XXL","B08B3XF5MH","Shipped",1,"INR",363,"Chennai","TAMIL NADU","600041.0","IN",FALSE
"407-5633625-6970741","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3160","JNE3160-KR-G-S","kurta","S","B07K3YQLF1","Shipped",1,"INR",685,"CHENNAI","TAMIL NADU","600073.0","IN",FALSE
"171-4638481-6326716","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3500","JNE3500-KR-XS","kurta","XS","B098117DJ3","Shipped",1,"INR",364,"NOIDA","UTTAR PRADESH","201303.0","IN",FALSE
"405-5513694-8146768","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3405","JNE3405-KR-XS","kurta","XS","B081XCMYXJ","Shipped",1,"INR",399,"Amravati.","MAHARASHTRA","444606.0","IN",FALSE
"408-7955685-3083534","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET182","SET182-KR-DH-XS","Set","XS","B085HS947T","Shipped",1,"INR",657,"MUMBAI","MAHARASHTRA","400053.0","IN",FALSE
"408-1298370-1920302","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0351","J0351-SET-L","Set","L","B09CSSQY4F","Shipped",1,"INR",771,"MUMBAI","MAHARASHTRA","400053.0","IN",FALSE
"403-4965581-9520319","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","PJNE3368","PJNE3368-KR-6XL","kurta","6XL","B09PY99SVJ","Shipped",1,"INR",544,"GUNTAKAL","ANDHRA PRADESH","515801.0","IN",FALSE
"406-9379318-6555504","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3721","JNE3721-KR-XXL","kurta","XXL","B099FCT65D","Shipped",1,"INR",329,"JAIPUR","RAJASTHAN","302020.0","IN",FALSE
"405-9013803-8009918","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-XL","kurta","XL","B081WT6GG7","Shipped",1,"INR",399,"NEW DELHI","DELHI","110074.0","IN",FALSE
"402-4030358-5835511","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3697","JNE3697-KR-XXL","kurta","XXL","B098133PV5","Shipped",1,"INR",458,"Gurgaon","HARYANA","122004.0","IN",FALSE
"405-5957858-1051546","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET254","SET254-KR-NP-XS","Set","XS","B0983DDPL6","Shipped",1,"INR",886,"BENGALURU","KARNATAKA","560017.0","IN",FALSE
"405-0607769-0716360","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3795","JNE3795-KR-XXXL","kurta","3XL","B09HMXJVFS","Shipped",1,"INR",517,"TIRUCHIRAPPALLI","TAMIL NADU","620018.0","IN",FALSE
"404-8494550-5860325","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET345","SET345-KR-NP-M","Set","M","B09KXV4BN8","Shipped",1,"INR",666,"BENGALURU","KARNATAKA","560040.0","IN",FALSE
"171-1305077-2813934","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3373","JNE3373-KR-L","kurta","L","B082W7GVH7","Shipped",1,"INR",376,"HYDERABAD","TELANGANA","500072.0","IN",FALSE
"402-3384087-4005164","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","MEN5002","MEN5002-KR-L","kurta","L","B08YYYDN9R","Shipped",1,"INR",499,"TEZPUR","ASSAM","784001.0","IN",FALSE
"405-8191138-5176316","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","NW030","NW030-TP-PJ-XS","Set","XS","B09G2RQSRZ","Shipped",1,"INR",582,"RANCHI","JHARKHAND","834002.0","IN",FALSE
"403-9230474-9657916","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3415","JNE3415-KR-XXXL","kurta","3XL","B082W8JXJ9","Shipped",1,"INR",299,"BILASPUR","CHHATTISGARH","495001.0","IN",FALSE
"408-3484251-6901959","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","PJNE2199","PJNE2199-KR-N-4XL","kurta","4XL","B09LD2W9XL","Shipped",1,"INR",459,"PUNE","MAHARASHTRA","411052.0","IN",FALSE
"405-7755803-4729935","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3567","JNE3567-KR-M","kurta","M","B08KRXV1QR","Shipped",1,"INR",399,"BENGALURU","KARNATAKA","560037.0","IN",FALSE
"171-9040274-9291563","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-S","Western Dress","S","B099NR7612","Shipped",1,"INR",791,"THIRUVARUR","TAMIL NADU","613704.0","IN",FALSE
"403-7056319-0979561","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","MEN5009","MEN5009-KR-XL","kurta","XL","B08YYTCPYX","Shipped",1,"INR",499,"LUCKNOW","UTTAR PRADESH","226010.0","IN",FALSE
"404-9632124-1107550","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0011","J0011-LCD-M","Set","M","B08B3YNJG5","Shipped",1,"INR",1233,"VISAKHAPATNAM","ANDHRA PRADESH","530016.0","IN",FALSE
"402-1465437-0579556","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3766","JNE3766-KR-M","kurta","M","B09K3XR43V","Shipped",1,"INR",517,"JEYPUR","ODISHA","764001.0","IN",FALSE
"404-7774085-3780319","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3373","JNE3373-KR-XL","kurta","XL","B082W8BXW1","Shipped",1,"INR",376,"HYDERABAD","TELANGANA","500028.0","IN",FALSE
"402-2764952-1492318","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","MEN5001","MEN5001-KR-XL","kurta","XL","B08YYRH2Q6","Shipped",1,"INR",499,"LUCKNOW","UTTAR PRADESH","226016.0","IN",FALSE
"406-0272200-7784379","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET345","SET345-KR-NP-L","Set","L","B09KXT4VG7","Shipped",1,"INR",666,"CHENNAI","TAMIL NADU","600033.0","IN",FALSE
"403-4367956-2849158","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3787","JNE3787-KR-S","kurta","S","B09RKBXM5B","Shipped",1,"INR",487,"NEW DELHI","DELHI","110092.0","IN",FALSE
"403-4367956-2849158","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3543","JNE3543-KR-S","kurta","S","B08HHJP41L","Shipped",1,"INR",368,"NEW DELHI","DELHI","110092.0","IN",FALSE
"403-4242957-8599555","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-L","kurta","L","B081WSCKPQ","Shipped",1,"INR",399,"THIRUVANANTHAPURAM","KERALA","695011.0","IN",FALSE
"408-7165704-5643524","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0211","J0211-DR-XXL","Ethnic Dress","XXL","B09831VWD9","Shipped",1,"INR",699,"GREATER NOIDA","UTTAR PRADESH","201306.0","IN",FALSE
"402-8210765-3935569","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0401","J0401-DR-XXXL","Western Dress","3XL","B09SDXZBGX","Shipped",1,"INR",885,"JABALPUR","MADHYA PRADESH","482002.0","IN",FALSE
"406-7398201-3869914","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE2153","JNE2153-KR-278-A-M","kurta","M","B0794YR85H","Shipped",1,"INR",424,"MUMBAI","MAHARASHTRA","400092.0","IN",FALSE
"408-3478480-0881162","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET360","SET360-KR-NP-M","Set","M","B09QJM1D7F","Shipped",1,"INR",1126,"LUCKNOW","UTTAR PRADESH","226017.0","IN",FALSE
"402-7595162-9129931","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-L","Set","L","B08XQ8MCKP","Shipped",1,"INR",788,"MUMBAI","MAHARASHTRA","400076.0","IN",FALSE
"171-6876154-6233146","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET183","SET183-KR-DH-S","Set","S","B08B3Z38TJ","Shipped",1,"INR",759,"KOLKATA","WEST BENGAL","700014.0","IN",FALSE
"408-3917043-5314763","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0230","J0230-SKD-L","Set","L","B08XNDL1DL","Shipped",1,"INR",1146,"ONGOLE","ANDHRA PRADESH","523001.0","IN",FALSE
"408-9281152-6213100","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3744","JNE3744-TU-S","Top","S","B0986ZHR9D","Shipped",1,"INR",665,"SECUNDERABAD","TELANGANA","500017.0","IN",FALSE
"403-3496411-3082707","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3510","JNE3510-KR-S","kurta","S","B08WPTJBBD","Shipped",1,"INR",429,"HYDERABAD","TELANGANA","500062.0","IN",FALSE
"171-9208368-0157156","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3405","JNE3405-KR-M","kurta","M","B081WVMMCY","Shipped",1,"INR",399,"KEWALPUR","UTTAR PRADESH","271881.0","IN",FALSE
"408-2137113-0982751","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0186","J0186-SET-S","Set","S","B091Z81MLX","Shipped",1,"INR",848,"CUTTACK","ODISHA","753012.0","IN",FALSE
"402-3628566-9688333","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-M","Set","M","B0894XH3LN","Shipped",1,"INR",654,"BADLAPUR","MAHARASHTRA","421503.0","IN",FALSE
"408-7138000-9728362","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET282","SET282-KR-PP-M","Set","M","B09CTCDDQ4","Shipped",1,"INR",1033,"dimapur","NAGALAND","797112.0","IN",FALSE
"402-1752649-2274748","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE1407","JNE1407-BLACK-KR-UDF18-XL","kurta","XL","B01M4IAS51","Shipped",1,"INR",390,"BENGALURU","KARNATAKA","560047.0","IN",FALSE
"402-7944191-1869101","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0301","J0301-TP-L","Top","L","B099S6795L","Shipped",1,"INR",493,"BENGALURU","KARNATAKA","560076.0","IN",FALSE
"407-4063876-9566742","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3869","JNE3869-DR-S","Western Dress","S","B09RK67Y51","Shipped",1,"INR",721,"WARANGAL","TELANGANA","506001.0","IN",FALSE
"403-0752752-4656334","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET324","SET324-KR-NP-XS","Set","XS","B09NQ4DD29","Shipped",1,"INR",597,"DHAULPUR","RAJASTHAN","328024.0","IN",FALSE
"406-8879861-2081117","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-L","kurta","L","B081WSCKPQ","Shipped",1,"INR",399,"GUWAHATI","ASSAM","781029.0","IN",FALSE
"406-8089333-7941903","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET279","SET279-LC-S","Set","S","B09CT6L67S","Shipped",1,"INR",888,"Bengaluru","KARNATAKA","560103.0","IN",FALSE
"171-3072652-6805159","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE2014","JNE2014-KR-178-XXL","kurta","XXL","B077MF72BK","Shipped",1,"INR",353,"HYDERABAD","TELANGANA","500072.0","IN",FALSE
"171-2592464-6846743","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","NW005","NW005-ST-PJ-XL","Set","XL","B0922WJ27J","Shipped",1,"INR",599,"BENGALURU","KARNATAKA","560023.0","IN",FALSE
"404-2262140-4696366","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE2270","JNE2270-KR-487-A-M","kurta","M","B07H7FZD32","Shipped",1,"INR",518,"NAGPUR","MAHARASHTRA","440022.0","IN",FALSE
"404-2262140-4696366","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3579","JNE3579-KR-M","kurta","M","B08QGK2BS2","Shipped",1,"INR",295,"NAGPUR","MAHARASHTRA","440022.0","IN",FALSE
"405-3594372-1614709","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET347","SET347-KR-NP-XS","Set","XS","B09RKFBMYD","Shipped",1,"INR",852,"GREATER NOIDA","UTTAR PRADESH","201306.0","IN",FALSE
"407-2974257-4781134","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET264","SET264-KR-NP-M","Set","M","B08YN44FZJ","Shipped",1,"INR",824,"THANE","MAHARASHTRA","400607.0","IN",FALSE
"405-4461562-9113959","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET333","SET333-KR-DPT-XXL","Set","XXL","B09RKDZ461","Shipped",1,"INR",909,"RANCHI","JHARKHAND","834004.0","IN",FALSE
"404-4535078-5241919","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3645","JNE3645-TP-N-L","Top","L","B08ZHNGS54","Shipped",1,"INR",432,"PUNE","MAHARASHTRA","411014.0","IN",FALSE
"405-8387725-2971512","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET233","SET233-KR-PP-L","Set","L","B08MXF6MZF","Shipped",1,"INR",545,"BENGALURU","KARNATAKA","560040.0","IN",FALSE
"405-6480932-8759528","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0381","J0381-SKD-XXXL","Set","3XL","B09M6VGNX8","Shipped",1,"INR",1146,"VIJAPURA","KARNATAKA","586201.0","IN",FALSE
"405-9966506-3155561","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3068","JNE3068-KR-A-XL","kurta","XL","B07H7F97S4","Shipped",1,"INR",696,"CHENNAI","TAMIL NADU","600041.0","IN",FALSE
"408-7029737-8028367","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3718","JNE3718-KR-M","kurta","M","B099FB63Q6","Shipped",1,"INR",432,"MUMBAI","MAHARASHTRA","400080.0","IN",FALSE
"407-2189901-7515567","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET386","SET386-KR-NP-S","Set","S","B09K3YFPSS","Shipped",1,"INR",631,"bangalore","KARNATAKA","560001.0","IN",FALSE
"402-2105657-2899562","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3745","JNE3745-KR-XXL","kurta","XXL","B09K3WDYB6","Shipped",1,"INR",316,"BENGALURU","KARNATAKA","560098.0","IN",FALSE
"406-1326801-8886709","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3467","JNE3467-KR-XL","kurta","XL","B08CDQKS84","Shipped",1,"INR",362,"BERHAMPUR","ODISHA","760002.0","IN",FALSE
"408-7760667-5809130","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3721","JNE3721-KR-L","kurta","L","B099FBM4FZ","Shipped",1,"INR",329,"HYDERABAD","TELANGANA","500085.0","IN",FALSE
"405-8457623-9269955","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-XXL","kurta","XXL","B081WSL2JS","Shipped",1,"INR",399,"PUNE","MAHARASHTRA","411045.0","IN",FALSE
"408-6820155-3521913","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET295","SET295-KR-NP-XXXL","Set","3XL","B09PN3GVMZ","Shipped",1,"INR",751,"TEZPUR","ASSAM","784001.0","IN",FALSE
"403-6190683-2687538","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3861","JNE3861-DR-XL","Western Dress","XL","B09SDZ14KR","Shipped",1,"INR",791,"HIMMATNAGAR","Gujarat","383001.0","IN",FALSE
"408-4069830-3819562","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET288","SET288-KR-NP-XXXL","Set","3XL","B09M6STTBC","Shipped",1,"INR",684,"Kolkata","WEST BENGAL","700048.0","IN",FALSE
"408-4069830-3819562","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET394","SET394-KR-NP-XXXL","Set","3XL","B09TH6R8K4","Shipped",1,"INR",1281,"Kolkata","WEST BENGAL","700048.0","IN",FALSE
"408-4069830-3819562","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET397","SET397-KR-NP-XXXL","Set","3XL","B09RKDPH6J","Shipped",1,"INR",1186,"Kolkata","WEST BENGAL","700048.0","IN",FALSE
"171-7367545-7081126","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","MEN5002","MEN5002-KR-XXL","kurta","XXL","B08YZ1HZ7B","Shipped",1,"INR",499,"HYDERABAD","TELANGANA","502032.0","IN",FALSE
"407-6599093-6553153","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","BTM038","BTM038-PP-XXXL","Bottom","3XL","B08KR9JYNQ","Shipped",1,"INR",377,"KOLKATA","WEST BENGAL","700078.0","IN",FALSE
"403-3763475-2237125","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0343","J0343-DR-M","Western Dress","M","B0982ZJ666","Shipped",1,"INR",744,"DHARMAPURI","TAMIL NADU","636705.0","IN",FALSE
"405-1492294-0323520","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-XL","Western Dress","XL","B099NQJZPQ","Shipped",1,"INR",744,"DEHRADUN","UTTARAKHAND","248005.0","IN",FALSE
"403-1162895-2484367","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0295","J0295-DR-XXL","Western Dress","XXL","B099NSGTJ9","Shipped",1,"INR",859,"JAIPUR","RAJASTHAN","303905.0","IN",FALSE
"171-6833843-5473114","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3560","JNE3560-KR-M","kurta","M","B08PCVMF6R","Shipped",1,"INR",487,"VADODARA","Gujarat","390019.0","IN",FALSE
"403-1477057-8253913","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0333","J0333-DR-XXXL","Western Dress","3XL","B0983121HP","Shipped",1,"INR",825,"CHAVAKKAD","KERALA","680506.0","IN",FALSE
"408-2114413-6089906","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET389","SET389-KR-NP-M","Set","M","B09KXTTVB5","Shipped",1,"INR",680,"PATNA","BIHAR","800026.0","IN",FALSE
"405-1879750-2639521","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3801","JNE3801-KR-XXXL","kurta","3XL","B09SDYSR1F","Shipped",1,"INR",725,"CHENNAI","TAMIL NADU","600028.0","IN",FALSE
"406-5727754-5302723","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET098","SET098-KR-PP-M","Set","M","B07X3K4L82","Shipped",1,"INR",696,"VADODARA","Gujarat","390018.0","IN",FALSE
"405-0901744-8270705","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","MEN5013","MEN5013-KR-L","kurta","L","B08YYR9G96","Shipped",1,"INR",499,"VADODARA","Gujarat","390003.0","IN",FALSE
"408-6357132-2310703","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-L","Set","L","B0894Y4PNG","Shipped",1,"INR",696,"Jammu","JAMMU & KASHMIR","180011.0","IN",FALSE
"406-5334922-9670748","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3718","JNE3718-KR-XXXL","kurta","3XL","B099NJ1WVX","Shipped",1,"INR",406,"bangalore","KARNATAKA","560026.0","IN",FALSE
"402-8519791-3706738","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET347","SET347-KR-NP-S","Set","S","B09RKDJ9SQ","Shipped",1,"INR",852,"NEW DELHI","DELHI","110036.0","IN",FALSE
"408-1830318-0357940","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-XXL","kurta","XXL","B081WSL2JS","Shipped",1,"INR",399,"NARNAUND","HARYANA","125039.0","IN",FALSE
"406-5103760-7326749","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3391","JNE3391-KR-XXL","kurta","XXL","B081WYHTF2","Shipped",1,"INR",432,"Ahmedabad","Gujarat","380051.0","IN",FALSE
"408-7698765-2294756","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET277","SET277-KR-NP-XXL","Set","XXL","B0983FZLXC","Shipped",1,"INR",1338,"AMBARNATH","MAHARASHTRA","421502.0","IN",FALSE
"404-1856281-9996319","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0293","J0293-DR-S","Western Dress","S","B099NQ1SKZ","Shipped",1,"INR",472,"GWALIOR","MADHYA PRADESH","474005.0","IN",FALSE
"406-5406738-7113145","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-L","Set","L","B08XQ8MCKP","Shipped",1,"INR",788,"NEW DELHI","DELHI","110078.0","IN",FALSE
"405-5257740-5301158","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET154","SET154-KR-NP-XL","Set","XL","B082PXMCZ4","Shipped",1,"INR",832,"ROHTAK","HARYANA","124001.0","IN",FALSE
"405-5257740-5301158","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3439","JNE3439-KR-XL","kurta","XL","B081X4KQ14","Shipped",1,"INR",399,"ROHTAK","HARYANA","124001.0","IN",FALSE
"405-2072502-4089911","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET291","SET291-KR-PP-XL","Set","XL","B099NJV9X7","Shipped",1,"INR",599,"ROHTAK","HARYANA","124001.0","IN",FALSE
"405-0882561-5952340","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET293","SET293-KR-NP-M","Set","M","B09K3LJWBB","Shipped",1,"INR",692,"Kolkata","WEST BENGAL","700156.0","IN",FALSE
"403-7266170-1163500","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3648","JNE3648-TP-N-M","Top","M","B08ZH9GDTY","Shipped",1,"INR",518,"MUMBAI","MAHARASHTRA","400076.0","IN",FALSE
"405-8114272-1687512","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-L","Set","L","B08XQ8MCKP","Shipped",1,"INR",788,"NEW DELHI","DELHI","110034.0","IN",FALSE
"171-6138639-1478731","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3334","JNE3334-KR-M","kurta","M","B07S8WG31H","Shipped",1,"INR",318,"HYDERABAD","TELANGANA","500054.0","IN",FALSE
"405-4059216-4541150","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET331","SET331-KR-NP-XS","Set","XS","B09NQ54RRT","Shipped",1,"INR",597,"HYDERABAD","TELANGANA","500072.0","IN",FALSE
"405-1152015-7333945","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET265","SET265-KR-NP-S","Set","S","B0983D6TGS","Shipped",1,"INR",888,"PATNA","BIHAR","800002.0","IN",FALSE
"406-0177436-6731556","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3718","JNE3718-KR-S","kurta","S","B099FC7FSQ","Shipped",1,"INR",406,"RAMAGUNDAM","TELANGANA","505211.0","IN",FALSE
"406-0715107-8168308","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET397","SET397-KR-NP  -M","Set","M","B09RKD6KWL","Shipped",1,"INR",1186,"PITHORAGARH","UTTARAKHAND","262501.0","IN",FALSE
"403-0104882-7373900","2022-04-30","Cancelled","Amazon","Amazon.in","Expedited","JNE3861","JNE3861-DR-XXL","Western Dress","XXL","B09SDY9GXB","Unshipped",1,"INR",791,"HIMMATNAGAR","Gujarat","383001.0","IN",FALSE
"403-0104882-7373900","2022-04-30","Cancelled","Amazon","Amazon.in","Expedited","J0335","J0335-DR-XL","Western Dress","XL","B09831P2JC","Unshipped",1,"INR",807,"HIMMATNAGAR","Gujarat","383001.0","IN",FALSE
"403-0104882-7373900","2022-04-30","Cancelled","Amazon","Amazon.in","Expedited","J0335","J0335-DR-XXL","Western Dress","XXL","B0982ZS9FG","Unshipped",1,"INR",807,"HIMMATNAGAR","Gujarat","383001.0","IN",FALSE
"405-3002282-6797102","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE1525","JNE1525-KR-UDF19-A-S","kurta","S","B0743FRDLK","Shipped",1,"INR",311,"KOLKATA","WEST BENGAL","700057.0","IN",FALSE
"407-8466904-3461908","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3654","JNE3654-TP-XL","Top","XL","B09873BFC1","Shipped",1,"INR",387,"MUMBAI","MAHARASHTRA","400101.0","IN",FALSE
"171-3305587-5364338","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","JNE3261","JNE3261-KR-S","kurta","S","B07R41PW8D","Shipped",1,"INR",348,"HYDERABAD","TELANGANA","500053.0","IN",FALSE
"406-8961316-8137943","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET324","SET324-KR-NP-S","Set","S","B09NQ4CZ65","Shipped",1,"INR",597,"GUWAHATI, KAMRUP (M)","ASSAM","781014.0","IN",FALSE
"406-8961316-8137943","2022-04-30","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET332","SET332-KR-PP-S","Set","S","B09NQ33VW2","Shipped",1,"INR",549,"GUWAHATI, KAMRUP (M)","ASSAM","781014.0","IN",FALSE
"171-2813040-8296320","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET324","SET324-KR-NP-XXXL","Set","3XL","B09NQ51MPV","Shipped",1,"INR",635,"KOLAR","KARNATAKA","563101.0","IN",FALSE
"408-9845791-1393151","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET324","SET324-KR-NP-XS","Set","XS","B09NQ4DD29","Shipped",1,"INR",597,"PATIALA","PUNJAB","147001.0","IN",FALSE
"402-4277204-2348328","2022-04-30","Shipped","Amazon","Amazon.in","Expedited","SET280","SET280-KR-PP-S","Set","S","B09CT26LGZ","Shipped",1,"INR",790,"REWA","MADHYA PRADESH","486001.0","IN",FALSE
