"order_id","order_date","status","fulfilment","sales_channel","ship_service_level","style","sku","category","size","asin","courier_status","quantity","currency","amount","ship_city","ship_state","ship_postal_code","ship_country","b2b"
"405-1000228-4666743","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-XS","Set","XS","B08XQBXFPP","Shipped",1,"INR",788,"NASHIK","MAHARASHTRA","422001.0","IN",FALSE
"404-3737574-8133963","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-XXL","kurta","XXL","B081WSL2JS","Shipped",1,"INR",399,"VARANAS","UTTAR PRADESH","221106.0","IN",FALSE
"171-7690303-7157924","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0023","J0023-TP-XXXL","Top","3XL","B08999SMY4","Shipped",1,"INR",399,"DURGAPUR","WEST BENGAL","713216.0","IN",FALSE
"408-9583112-6153101","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3463","JNE3463-KR-XXXL","kurta","3XL","B08RP3HQH3","Shipped",1,"INR",568,"HYDERABAD","TELANGANA","500008.0","IN",FALSE
"408-9162865-2217162","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0119","J0119-TP-XXL","Top","XXL","B08RYRBZPC","Shipped",1,"INR",540,"Chennai","TAMIL NADU","600091.0","IN",FALSE
"404-7280745-6277120","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET184","SET184-KR-PP-XL","Set","XL","B08W8DJG7F","Shipped",1,"INR",563,"GURUGRAM","HARYANA","122004.0","IN",FALSE
"403-6699640-7919568","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3373","JNE3373-KR-M","kurta","M","B082W8F8P3","Shipped",1,"INR",376,"BENGALURU","KARNATAKA","560095.0","IN",FALSE
"403-0138700-0733935","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3373","JNE3373-KR-M","kurta","M","B082W8F8P3","Unshipped",1,"INR",376,"BENGALURU","KARNATAKA","560095.0","IN",FALSE
"407-3402984-0581936","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3869","JNE3869-DR-XXXL","Western Dress","3XL","B09RK757KM","Shipped",1,"INR",721,"Vadodara","Gujarat","390025.0","IN",FALSE
"403-0547905-9053123","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3373","JNE3373-KR-M","kurta","M","B082W8F8P3","Unshipped",1,"INR",376,"BENGALURU","KARNATAKA","560095.0","IN",FALSE
"406-5651256-4804346","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3479","JNE3479-KR-XL","kurta","XL","B08MYS5MS1","Shipped",1,"INR",259,"CHENNAI","TAMIL NADU","600092.0","IN",FALSE
"402-7300171-9417149","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3634","JNE3634-KR-XS","kurta","XS","B09813XDGT","Shipped",1,"INR",511,"Edapally","KERALA","682024.0","IN",FALSE
"402-4075296-7169152","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET282","SET282-KR-PP-M","Set","M","B09CTCDDQ4","Shipped",1,"INR",1033,"CHAMBA","HIMACHAL PRADESH","176310.0","IN",FALSE
"403-5348116-8269147","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-M","Set","M","B0894XH3LN","Shipped",1,"INR",654,"LUCKNOW","UTTAR PRADESH","226010.0","IN",FALSE
"405-4709716-6469134","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-S","Set","S","B0894X27FC","Shipped",1,"INR",654,"NAVI MUMBAI","MAHARASHTRA","410218.0","IN",FALSE
"405-2114640-3594728","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3373","JNE3373-KR-XXXL","kurta","3XL","B082W7MZVQ","Shipped",1,"INR",376,"PUNE","MAHARASHTRA","411041.0","IN",FALSE
"404-7764990-8097141","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-M","Western Dress","M","B099NQQ79L","Shipped",1,"INR",744,"CHENNAI","TAMIL NADU","600001.0","IN",FALSE
"407-1804307-9801915","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET397","SET397-KR-NP-S","Set","S","B09RKF9GZQ","Shipped",1,"INR",1115,"Vaduthala,Kochi","KERALA","682023.0","IN",FALSE
"407-1804307-9801915","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3543","JNE3543-KR-S","kurta","S","B08HHJP41L","Shipped",1,"INR",368,"Vaduthala,Kochi","KERALA","682023.0","IN",FALSE
"402-3401176-7354747","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET389","SET389-KR-NP-XXXL","Set","3XL","B09KXT773V","Shipped",1,"INR",680,"BETUL BAZAR","MADHYA PRADESH","460004.0","IN",FALSE
"406-9402998-2954731","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET138","SET138-KR-PP-M","Set","M","B082Z3FFL7","Shipped",1,"INR",737,"RANCHI","JHARKHAND","834002.0","IN",FALSE
"403-1222042-8013921","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET345","SET345-KR-NP-S","Set","S","B09KXV6T8Q","Shipped",1,"INR",626,"VENNANDUR","TAMIL NADU","637505.0","IN",FALSE
"403-6784069-3189967","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-M","Set","M","B0894XH3LN","Shipped",1,"INR",654,"AHMEDABAD","Gujarat","380055.0","IN",FALSE
"405-4403409-7375553","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-XXL","Set","XXL","B0894XKVH3","Shipped",1,"INR",654,"DAVANAGERE","KARNATAKA","577002.0","IN",FALSE
"406-4826302-0651534","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0280","J0280-SKD-S","Set","S","B08QGM7FCC","Shipped",1,"INR",1463,"BHUBANESWAR","ODISHA","751024.0","IN",FALSE
"405-9188153-2229950","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-M","Set","M","B08XQ8R6GW","Shipped",1,"INR",788,"SALUR","ANDHRA PRADESH","535591.0","IN",FALSE
"403-1044773-8927556","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0119","J0119-TP-XXL","Top","XXL","B08RYRBZPC","Shipped",1,"INR",540,"HYDERABAD","TELANGANA","500032.0","IN",FALSE
"404-9128841-2663546","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3690","JNE3690-TU-XS","Top","XS","B094FH578D","Shipped",1,"INR",487,"SATARA","MAHARASHTRA","415002.0","IN",FALSE
"405-6220605-3735564","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3620","JNE3620-KR-XL","kurta","XL","B091Q97FJ7","Shipped",1,"INR",329,"BARUIPUR","WEST BENGAL","700144.0","IN",FALSE
"405-2812521-7830708","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3613","JNE3613-KR-XL","kurta","XL","B08XVKMPHJ","Shipped",1,"INR",399,"BARUIPUR","WEST BENGAL","700144.0","IN",FALSE
"405-0872631-6885912","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0008","J0008-SKD-M","Set","M","B0894YTN3H","Shipped",1,"INR",1065,"Debra","WEST BENGAL","721140.0","IN",FALSE
"405-5857636-6725930","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-XL","Western Dress","XL","B099NQJZPQ","Shipped",1,"INR",744,"AHMEDABAD","Gujarat","382330.0","IN",FALSE
"403-2464746-2140361","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0108","J0108-SKD-XL","Set","XL","B08V1JND9P","Shipped",1,"INR",1149,"Agartala","TRIPURA","799010.0","IN",FALSE
"404-8275879-8967507","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0098","J0098-TP-M","Top","M","B092D2R649","Shipped",1,"INR",413,"HYDERABAD","TELANGANA","500062.0","IN",FALSE
"405-3603310-7293153","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0089","J0089-TP-XXL","Top","XXL","B092D27VN5","Shipped",1,"INR",360,"BENGALURU","KARNATAKA","560066.0","IN",FALSE
"408-2507164-5337918","2022-04-29","Shipped - Returned to Seller","Merchant","Amazon.in","Standard","MEN5014","MEN5014-KR-XL","kurta","XL","B08YYZM8WL","Shipped",1,"INR",499,"EGRA","WEST BENGAL","721429.0","IN",FALSE
"407-4481525-0793109","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0402","J0402-DR-L","Western Dress","L","B09SDXW42C","Shipped",1,"INR",825,"Navi Mumbai","MAHARASHTRA","400706.0","IN",FALSE
"407-7566435-1837162","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0301","J0301-TP-M","Top","M","B099S9DTR2","Shipped",1,"INR",463,"HYDERABAD","TELANGANA","500090.0","IN",FALSE
"407-9290394-4403500","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3861","JNE3861-DR-L","Western Dress","L","B09SDYG7YP","Shipped",1,"INR",791,"PUNE","MAHARASHTRA","411006.0","IN",FALSE
"403-4714019-2209928","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET229","SET229-KR-PP-L","Set","L","B08QGM4GQB","Shipped",1,"INR",888,"FAIZABAD","UTTAR PRADESH","224001.0","IN",FALSE
"405-6458874-9383538","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0415","J0415-DR-M","Western Dress","M","B09TY1MXMF","Shipped",1,"INR",899,"HYDERABAD","TELANGANA","500084.0","IN",FALSE
"405-6458874-9383538","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0295","J0295-DR-M","Western Dress","M","B099NP42BF","Shipped",1,"INR",859,"HYDERABAD","TELANGANA","500084.0","IN",FALSE
"171-0998566-1481905","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3384","JNE3384-KR-S","kurta","S","B084KRG3FY","Shipped",1,"INR",295,"THANE","MAHARASHTRA","401107.0","IN",FALSE
"402-9507468-0522762","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-S","Set","S","B0894X27FC","Shipped",1,"INR",654,"Badlapur","MAHARASHTRA","421504.0","IN",FALSE
"408-4091370-4293113","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET405","SET405-KR-NP-XS","Set","XS","B09QJ399Q3","Shipped",1,"INR",771,"BENGALURU","KARNATAKA","560024.0","IN",FALSE
"403-7625556-5684369","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3718","JNE3718-KR-XL","kurta","XL","B099NMFGMJ","Shipped",1,"INR",406,"THANE","MAHARASHTRA","401107.0","IN",FALSE
"404-6961589-0653957","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3399","JNE3399-KR-L","kurta","L","B082W8354V","Shipped",1,"INR",435,"COIMBATORE","TAMIL NADU","641046.0","IN",FALSE
"404-3964962-8452335","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","MEN5018","MEN5018-KR-XL","kurta","XL","B08YYY58JV","Shipped",1,"INR",499,"town.budhana village. Husainpur kalan","UTTAR PRADESH","251309.0","IN",FALSE
"408-5062774-0602746","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3691","JNE3691-TU-XL","Top","XL","B0986XQG53","Unshipped",1,"INR",665,"KOLKATA","WEST BENGAL","700028.0","IN",FALSE
"405-5427791-9905965","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-M","Western Dress","M","B099NQQ79L","Shipped",1,"INR",744,"MYSURU","KARNATAKA","570023.0","IN",FALSE
"406-5628650-5866760","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0349","J0349-SET-M","Set","M","B099NWNGVK","Shipped",1,"INR",801,"KOLKATA","WEST BENGAL","700095.0","IN",FALSE
"408-5740418-3927504","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0334","J0334-TP-S","Top","S","B0986Y2KBV","Shipped",1,"INR",545,"JABALPUR","MADHYA PRADESH","482003.0","IN",FALSE
"171-6176410-6487513","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET363","SET363-KR-NP-S","Set","S","B09TH6N4N9","Shipped",1,"INR",1338,"Panchkula","HARYANA","134114.0","IN",FALSE
"408-8079090-8044333","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3468","JNE3468-KR-M","kurta","M","B08RP3LHNB","Shipped",1,"INR",352,"Lucknow","UTTAR PRADESH","226008.0","IN",FALSE
"408-3586969-6558706","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-XXXL","Set","3XL","B08XQBC8FV","Shipped",1,"INR",0,"Hyderabad","TELANGANA","500004.0","IN",FALSE
"171-4519721-7419566","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET100","SET100-KR-PP-XL","Set","XL","B07SRFMLJM","Shipped",1,"INR",816,"GURUGRAM","HARYANA","122002.0","IN",FALSE
"402-6409401-9687537","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3568","JNE3568-KR-S","kurta","S","B08KRYGJD1","Unshipped",1,"INR",399,"MUMBAI","MAHARASHTRA","400008.0","IN",FALSE
"405-6729502-9303510","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3721","JNE3721-KR-XXL","kurta","XXL","B099FCT65D","Shipped",1,"INR",329,"Secunderabad","TELANGANA","500010.0","IN",FALSE
"171-4919127-5482722","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-XS","Set","XS","B08XQBXFPP","Shipped",1,"INR",788,"NEW DELHI","DELHI","110025.0","IN",FALSE
"405-8958398-6482715","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3261","JNE3261-KR-XXL","kurta","XXL","B07R5WHLJD","Shipped",1,"INR",348,"Secunderabad","TELANGANA","500010.0","IN",FALSE
"402-9672397-0079540","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0277","J0277-SKD-M","Set","M","B08QGL6BRP","Shipped",1,"INR",1556,"NOIDA","UTTAR PRADESH","201301.0","IN",FALSE
"402-3628346-9318700","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET264","SET264-KR-NP-M","Set","M","B08YN44FZJ","Shipped",1,"INR",824,"NOIDA","UTTAR PRADESH","201301.0","IN",FALSE
"406-0518095-2232345","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3567","JNE3567-KR-XL","kurta","XL","B08KRTXC2Y","Unshipped",1,"INR",399,"NAJIBABAD","UTTAR PRADESH","246763.0","IN",FALSE
"402-6820061-7545105","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0329","J0329-KR-XXXL","kurta","3XL","B09KXRLH3S","Shipped",1,"INR",737,"Greater NOIDA","UTTAR PRADESH","201301.0","IN",FALSE
"407-9194491-8463513","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-S","Western Dress","S","B099NR7612","Shipped",1,"INR",744,"HYDERABAD","TELANGANA","500076.0","IN",FALSE
"405-2987531-6134720","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0002","J0002-SKD-XL","Set","XL","B0894XKSM1","Shipped",1,"INR",1186,"KALYAN","MAHARASHTRA","421301.0","IN",FALSE
"403-0850388-6142751","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-L","kurta","L","B081WSCKPQ","Shipped",1,"INR",399,"VASAI VIRAR","MAHARASHTRA","401208.0","IN",FALSE
"402-7136610-9697151","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET197","SET197-KR-NP-L","Set","L","B08B3YPD63","Shipped",1,"INR",759,"Lucknow","UTTAR PRADESH","226012.0","IN",FALSE
"405-3956202-4339562","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3568","JNE3568-KR-S","kurta","S","B08KRYGJD1","Unshipped",1,"INR",399,"ALLAHABAD","UTTAR PRADESH","211004.0","IN",FALSE
"404-9229707-7774702","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","SET393","SET393-KR-NP-XS","Set","XS","B09QJ3RGB6","Shipped",1,"INR",969,"SRUNGAVARAPUKOTA","ANDHRA PRADESH","535145.0","IN",FALSE
"403-1541384-9341954","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3635","JNE3635-KR-L","kurta","L","B08XVYN7G6","Unshipped",1,"INR",345,"Chennai","TAMIL NADU","600126.0","IN",FALSE
"402-0120806-3840302","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET348","SET348-KR-NP-L","Set","L","B09QJ46T37","Shipped",1,"INR",968,"TAKHATPUR","CHHATTISGARH","495330.0","IN",FALSE
"407-3147250-8940369","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","SET233","SET233-KR-PP-XXXL","Set","3XL","B09HMWRQP1","Unshipped",1,"INR",545,"PANCHKULA","HARYANA","134116.0","IN",FALSE
"407-3147250-8940369","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","JNE3547","JNE3547-KR-XXXL","kurta","3XL","B09B2BLMDZ","Unshipped",1,"INR",517,"PANCHKULA","HARYANA","134116.0","IN",FALSE
"408-8440354-5115563","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3797","JNE3797-KR-XXXL","Western Dress","3XL","B09SDY4VDC","Shipped",1,"INR",725,"MANGALURU","KARNATAKA","575003.0","IN",FALSE
"404-6352464-1438740","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","JNE3440","JNE3440-KR-N-XL","kurta","XL","B081WPK66G","Shipped",1,"INR",399,"BIDHAN NAGAR","WEST BENGAL","700064.0","IN",FALSE
"408-3842772-5524356","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET324","SET324-KR-NP-XL","Set","XL","B09NQ4QS13","Shipped",1,"INR",635,"MANIYAT","KERALA","671310.0","IN",FALSE
"171-9048559-2135514","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET291","SET291-KR-PP-XL","Set","XL","B099NJV9X7","Shipped",1,"INR",599,"JAMMU","JAMMU & KASHMIR","180005.0","IN",FALSE
"405-4757363-5120328","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET356","SET356-KR-NP-XXXL","Set","3XL","B09QJ49VXB","Shipped",1,"INR",1099,"NEW DELHI","DELHI","110016.0","IN",FALSE
"404-5117026-5321945","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0400","J0400-DR-M","Western Dress","M","B09SDZ13F9","Shipped",1,"INR",859,"AHMEDABAD","Gujarat","380060.0","IN",FALSE
"402-0245449-5969170","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3548","JNE3548-KR-L","kurta","L","B08MXD1BW4","Shipped",1,"INR",517,"VADODARA","Gujarat","390009.0","IN",FALSE
"406-1311280-7965926","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3709","JNE3709-DR-M","Western Dress","M","B091SJ3KF3","Shipped",1,"INR",833,"NAVI MUMBAI","MAHARASHTRA","400706.0","IN",FALSE
"403-7874530-3249149","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0006","J0006-SET-XXXL","Ethnic Dress","3XL","B0894X7XDM","Shipped",1,"INR",845,"JALANDHAR","PUNJAB","144022.0","IN",TRUE
"405-7370204-9776334","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-L","Western Dress","L","B099NRCT7B","Shipped",1,"INR",744,"FAIZABAD","UTTAR PRADESH","224001.0","IN",FALSE
"405-7790745-1369118","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3581","JNE3581-KR-M","kurta","M","B0981312JV","Shipped",1,"INR",635,"RISHIKESH","UTTARAKHAND","249201.0","IN",FALSE
"405-7299573-7231506","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET324","SET324-KR-NP-M","Set","M","B09NQ4NM75","Shipped",1,"INR",597,"HYDERABAD","TELANGANA","500010.0","IN",FALSE
"403-5774036-2852304","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET291","SET291-KR-PP-L","Set","L","B099NJKJ54","Shipped",1,"INR",563,"BENGALURU","KARNATAKA","560087.0","IN",FALSE
"404-9031061-5027543","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET280","SET280-KR-PP-XS","Set","XS","B09CTB4JPF","Shipped",1,"INR",790,"KOLKATA","WEST BENGAL","700016.0","IN",FALSE
"402-1388437-8475549","2022-04-29","Cancelled","Amazon","Amazon.in","Expedited","J0230","J0230-SKD-XXL","Set","XXL","B08XNGQCGM","Unshipped",1,"INR",1112,"MEDINIPUR","WEST BENGAL","721101.0","IN",FALSE
"405-7790745-1369118","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3518","JNE3518-KR-M","kurta","M","B08XW581QN","Cancelled",0,"UNKNOWN",,"RISHIKESH","UTTARAKHAND","249201.0","IN",FALSE
"407-7446141-1880338","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3468","JNE3468-KR-XL","kurta","XL","B08RP67NGB","Shipped",1,"INR",363,"Dobiwali","MAHARASHTRA","421201.0","IN",FALSE
"408-6785504-0796348","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-XXL","kurta","XXL","B081WSL2JS","Shipped",1,"INR",399,"WCL UMRED","MAHARASHTRA","441204.0","IN",FALSE
"403-7228709-0222712","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3373","JNE3373-KR-XXXL","kurta","3XL","B082W7MZVQ","Shipped",1,"INR",376,"Bangalore","KARNATAKA","560086.0","IN",FALSE
"404-3526690-9890731","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0230","J0230-SKD-XL","Set","XL","B08XNJ8P3S","Shipped",1,"INR",1112,"SUNDARGARH","ODISHA","770002.0","IN",FALSE
"402-8410486-2041919","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET239","SET239-KR-NP-XXXL","Set","3XL","B08V13SJ73","Shipped",1,"INR",654,"NOIDA","UTTAR PRADESH","201304.0","IN",FALSE
"402-0162039-3313119","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0342","J0342-TP-L","Top","L","B099S9MMY4","Shipped",1,"INR",540,"HYDERABAD","TELANGANA","500090.0","IN",FALSE
"402-5912939-0922768","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET058","SET058-KR-NP-M","Set","M","B07R65WLT2","Shipped",1,"INR",847,"BENGALURU","KARNATAKA","560061.0","IN",FALSE
"407-7191081-6605109","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0343","J0343-DR-S","Western Dress","S","B0982ZDQJK","Shipped",1,"INR",744,"SADASIVPET","TELANGANA","502291.0","IN",FALSE
"405-6323401-8800310","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3449","JNE3449-KR-S","kurta","S","B08BF9YDKC","Shipped",1,"INR",319,"Thiruvananthapuram","KERALA","695564.0","IN",FALSE
"171-0555476-0721148","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0344","J0344-TP-XL","Top","XL","B09872TQWK","Shipped",1,"INR",487,"NAVI MUMBAI","MAHARASHTRA","410206.0","IN",FALSE
"408-2557904-6025939","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0341","J0341-DR-XXL","Western Dress","XXL","B099NR3NXY","Shipped",1,"INR",791,"VADODARA","Gujarat","390008.0","IN",FALSE
"403-6411802-4794740","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0335","J0335-DR-M","Western Dress","M","B09831XC46","Shipped",1,"INR",807,"NEW DELHI","DELHI","110092.0","IN",FALSE
"404-9580105-7424301","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3405","JNE3405-KR-XXXL","kurta","3XL","B081WZ4T3V","Shipped",1,"INR",399,"Mumbai","MAHARASHTRA","400002.0","IN",FALSE
"405-5178497-1050744","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET345","SET345-KR-NP-M","Set","M","B09KXV4BN8","Shipped",1,"INR",626,"PIMPRI CHINCHWAD","MAHARASHTRA","411019.0","IN",FALSE
"408-6482890-9764330","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET268","SET268-KR-NP-XL","Set","XL","B08XQBF1G4","Shipped",1,"INR",788,"NEW TOWN","WEST BENGAL","700156.0","IN",FALSE
"407-1335057-7965130","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3160","JNE3160-KR-G-XXL","kurta","XXL","B07K44CD3P","Shipped",1,"INR",685,"HYDERABAD","TELANGANA","500055.0","IN",FALSE
"406-2781097-3823508","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0301","J0301-TP-XXXL","Top","3XL","B099S9P2FK","Shipped",1,"INR",463,"PUNE","MAHARASHTRA","411038.0","IN",FALSE
"404-6916163-7013154","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3567","JNE3567-KR-M","kurta","M","B08KRXV1QR","Shipped",1,"INR",399,"SATARA","MAHARASHTRA","415002.0","IN",FALSE
"408-9006941-6047526","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET347","SET347-KR-NP-S","Set","S","B09RKDJ9SQ","Shipped",1,"INR",852,"AGRA","UTTAR PRADESH","282001.0","IN",FALSE
"171-2306122-3329121","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0003","J0003-SET-XS","Set","XS","B0894WW15B","Shipped",1,"INR",654,"LUCKNOWLucknow","UTTAR PRADESH","226003.0","IN",FALSE
"404-0279072-0109104","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE2251","JNE2251-KR-537-L","kurta","L","B07C3KQTC9","Shipped",1,"INR",429,"dwarka","Gujarat","361335.0","IN",FALSE
"402-8121209-0495550","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","J0239","J0239-SKD-XS","Set","XS","B0925VRVWB","Shipped",1,"INR",1299,"Kottayam","KERALA","686536.0","IN",FALSE
"408-8417428-3089129","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","J0344","J0344-TP-M","Top","M","B0986XJDJ4","Shipped",1,"INR",0,"GURGAON","HARYANA","122001.0","IN",FALSE
"171-4406703-3156313","2022-04-29","Shipped - Delivered to Buyer","Merchant","Amazon.in","Standard","MEN5014","MEN5014-KR-XL","kurta","XL","B08YYZM8WL","Shipped",1,"INR",499,"INDORE","MADHYA PRADESH","452001.0","IN",FALSE
"407-0766063-4556330","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET324","SET324-KR-NP-S","Set","S","B09NQ4CZ65","Shipped",1,"INR",597,"NAGPUR","MAHARASHTRA","440034.0","IN",FALSE
"171-2002315-6616312","2022-04-29","Shipped - Returned to Seller","Merchant","Amazon.in","Standard","J0219","J0219-BL-XL","Blouse","XL","B09PBVTDCM","Shipped",1,"INR",625,"DALTONGANJ","JHARKHAND","822101.0","IN",FALSE
"403-3588045-5336317","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","SET110","SET110-KR-PP-XS","Set","XS","B0822TFD7Y","Shipped",1,"INR",788,"Bhubaneswar","ODISHA","751013.0","IN",FALSE
"405-7352746-3463538","2022-04-29","Shipped","Amazon","Amazon.in","Expedited","JNE3659","JNE3659-TP-N-S","Top","S","B08ZHPC5JP","Shipped",1,"INR",493,"THOOTHUKKUDI","TAMIL NADU","628004.0","IN",FALSE
